Order_ID,Order_Date,Year,Month,Quarter,Season,Customer_ID,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_%,Shipping_Cost,Shipping_Method,Shipping_Days,Payment_Method,Order_Status
ORD-005629,2021-07-12,2021,7,Q3,Summer,CUST-05962,Female,Regular,North America,Mexico,Clothing,Footwear,Converse Chuck Taylor,184.96,2,0.0,369.92,260.01,109.91,29.71,48.89,Express,10,Debit Card,Processing
ORD-005630,2024-04-16,2024,4,Q2,Spring,CUST-05294,Male,Regular,Asia,Japan,Books & Media,Books,Rich Dad Poor Dad,17.03,1,0.15,14.48,10.74,3.74,25.83,40.16,Express,21,Cash on Delivery,Delivered
ORD-005631,2022-10-01,2022,10,Q4,Fall,CUST-04720,Female,Regular,North America,Canada,Home & Kitchen,Appliances,Coffee Maker,199.11,1,0.2,159.29,136.97,22.32,14.01,26.23,Express,8,PayPal,Delivered
ORD-005632,2023-08-14,2023,8,Q3,Summer,CUST-02190,Female,Regular,Middle East,Kuwait,Home & Kitchen,Appliances,Microwave Oven,143.14,2,0.4,171.77,204.37,-32.6,-18.98,46.74,Express,15,Cash on Delivery,Delivered
ORD-005633,2023-11-08,2023,11,Q4,Fall,CUST-05757,Male,New,North America,USA,Home & Kitchen,Appliances,Air Fryer 5.5L,208.0,6,0.0,1248.0,873.21,374.79,30.03,70.95,Overnight,6,Bank Transfer,Delivered
ORD-005634,2023-09-30,2023,9,Q3,Fall,CUST-02540,Male,VIP,Europe,Germany,Beauty & Health,Supplements,Multivitamin Pack,77.51,1,0.5,38.76,41.34,-2.58,-6.66,45.77,Express,8,Cash on Delivery,Delivered
ORD-005635,2024-06-06,2024,6,Q2,Summer,CUST-03216,Male,Premium,North America,Canada,Clothing,Men's Wear,Slim Fit Jeans,72.68,1,0.05,69.05,34.65,34.4,49.82,11.29,Standard,7,PayPal,Returned
ORD-005636,2022-04-18,2022,4,Q2,Spring,CUST-04549,Male,New,Europe,Spain,Clothing,Men's Wear,Slim Fit Jeans,60.38,1,0.0,60.38,40.54,19.84,32.86,25.43,Express,14,PayPal,Delivered
ORD-005637,2023-07-06,2023,7,Q3,Summer,CUST-02772,Male,New,Middle East,Egypt,Beauty & Health,Supplements,Whey Protein 2kg,42.15,1,0.4,25.29,19.96,5.33,21.08,90.75,Overnight,10,Credit Card,Delivered
ORD-005638,2022-04-01,2022,4,Q2,Spring,CUST-07595,Female,Regular,Middle East,Kuwait,Electronics,Smartphones,Samsung Galaxy S23,327.78,1,0.0,327.78,151.46,176.32,53.79,6.62,Standard,11,Debit Card,Processing
ORD-005639,2022-10-11,2022,10,Q4,Fall,CUST-07754,Female,Premium,Asia,India,Clothing,Women's Wear,Yoga Pants,105.53,3,0.0,316.59,231.66,84.93,26.83,46.82,Express,19,PayPal,Cancelled
ORD-005640,2024-01-23,2024,1,Q1,Winter,CUST-01592,Male,Regular,Middle East,Jordan,Electronics,Tablets,Samsung Galaxy Tab S9,923.62,4,0.25,2770.86,2035.28,735.58,26.55,17.51,Standard,16,Google Pay,Delivered
ORD-005641,2022-09-18,2022,9,Q3,Fall,CUST-03893,Male,Regular,Europe,France,Books & Media,Books,Deep Work,32.45,1,0.0,32.45,16.0,16.45,50.69,14.2,Standard,12,Google Pay,Returned
ORD-005642,2024-08-05,2024,8,Q3,Summer,CUST-03923,Female,VIP,Middle East,Kuwait,Beauty & Health,Skincare,Moisturizing Cream,54.29,1,0.25,40.72,28.7,12.02,29.52,70.67,Overnight,14,Apple Pay,Processing
ORD-005643,2024-03-28,2024,3,Q1,Spring,CUST-04111,Female,Premium,Asia,China,Beauty & Health,Skincare,Moisturizing Cream,15.78,1,0.3,11.05,10.62,0.43,3.89,41.19,Express,14,Bank Transfer,Returned
ORD-005644,2024-06-30,2024,6,Q2,Summer,CUST-03686,Male,VIP,North America,Canada,Clothing,Women's Wear,High-Waist Jeans,131.95,1,0.0,131.95,70.81,61.14,46.34,67.82,Overnight,4,Bank Transfer,Returned
ORD-005645,2023-03-22,2023,3,Q1,Spring,CUST-01716,Male,Regular,North America,Canada,Clothing,Women's Wear,High-Waist Jeans,46.88,3,0.15,119.54,65.54,54.0,45.17,22.99,Express,5,Bank Transfer,Returned
ORD-005646,2023-07-26,2023,7,Q3,Summer,CUST-04596,Male,Regular,Middle East,Egypt,Clothing,Men's Wear,Formal Shirt,28.88,1,0.0,28.88,14.7,14.18,49.1,38.66,Express,7,PayPal,Delivered
ORD-005647,2023-06-29,2023,6,Q2,Summer,CUST-07988,Female,Regular,Asia,China,Electronics,Laptops,HP Spectre x360,1006.72,3,0.0,3020.16,2205.44,814.72,26.98,44.15,Express,19,Debit Card,Delivered
ORD-005648,2021-09-09,2021,9,Q3,Fall,CUST-01372,Female,VIP,Asia,India,Electronics,Headphones,Sony WH-1000XM5,99.25,1,0.25,74.44,70.57,3.87,5.2,66.88,Overnight,10,Bank Transfer,Delivered
ORD-005649,2023-04-07,2023,4,Q2,Spring,CUST-07846,Male,Regular,Europe,UK,Home & Kitchen,Appliances,Rice Cooker,205.2,1,0.1,184.68,111.2,73.48,39.79,43.86,Express,8,Debit Card,Delivered
ORD-005650,2023-09-23,2023,9,Q3,Fall,CUST-02407,Female,Regular,North America,USA,Clothing,Footwear,Adidas Ultraboost,166.32,1,0.05,158.0,86.99,71.01,44.94,7.7,Economy,9,Debit Card,Delivered
ORD-005651,2023-03-15,2023,3,Q1,Spring,CUST-03515,Male,Regular,North America,USA,Electronics,Smartphones,OnePlus 11,769.18,1,0.0,769.18,496.4,272.78,35.46,74.31,Overnight,3,Cash on Delivery,Delivered
ORD-005652,2023-06-24,2023,6,Q2,Summer,CUST-07507,Female,Premium,North America,Mexico,Beauty & Health,Supplements,Collagen Peptides,27.8,1,0.5,13.9,19.59,-5.69,-40.94,35.4,Express,5,PayPal,Delivered
ORD-005653,2021-07-05,2021,7,Q3,Summer,CUST-06850,Female,VIP,Europe,Italy,Clothing,Men's Wear,Formal Shirt,115.07,1,0.25,86.3,73.94,12.36,14.32,19.23,Standard,13,Apple Pay,Delivered
ORD-005654,2024-07-12,2024,7,Q3,Summer,CUST-07420,Female,VIP,North America,Canada,Beauty & Health,Skincare,Moisturizing Cream,27.18,1,0.2,21.74,19.24,2.5,11.5,30.34,Express,3,Bank Transfer,Delivered
ORD-005655,2023-10-26,2023,10,Q4,Fall,CUST-01848,Female,Regular,North America,USA,Clothing,Men's Wear,Classic T-Shirt,107.34,1,0.15,91.24,49.75,41.49,45.47,62.21,Overnight,5,PayPal,Cancelled
ORD-005656,2022-02-06,2022,2,Q1,Winter,CUST-02870,Female,Regular,Asia,Japan,Beauty & Health,Supplements,Vitamin D3,79.56,2,0.0,159.12,109.47,49.65,31.2,73.74,Overnight,16,Google Pay,Delivered
ORD-005657,2023-04-13,2023,4,Q2,Spring,CUST-04416,Male,Regular,Asia,India,Clothing,Footwear,Nike Air Max,155.07,7,0.2,868.39,735.63,132.76,15.29,3.45,Economy,16,Bank Transfer,Returned
ORD-005658,2024-06-26,2024,6,Q2,Summer,CUST-06574,Male,Regular,Asia,South Korea,Electronics,Headphones,JBL Tune 760NC,188.46,4,0.2,603.07,452.17,150.9,25.02,6.12,Standard,11,Bank Transfer,Delivered
ORD-005659,2023-08-06,2023,8,Q3,Summer,CUST-02233,Female,New,Europe,UK,Electronics,Tablets,Amazon Fire HD 10,1094.01,2,0.15,1859.82,1542.53,317.29,17.06,6.83,Economy,11,Bank Transfer,Delivered
ORD-005660,2022-12-31,2022,12,Q4,Winter,CUST-04538,Female,Premium,North America,USA,Beauty & Health,Skincare,Sunscreen SPF50,53.49,7,0.0,374.43,257.12,117.31,31.33,8.53,Standard,9,Google Pay,Delivered
ORD-005661,2023-08-07,2023,8,Q3,Summer,CUST-05264,Male,Premium,Asia,Singapore,Books & Media,Books,Rich Dad Poor Dad,16.89,2,0.25,25.34,19.82,5.52,21.78,22.11,Express,21,Debit Card,Returned
ORD-005662,2022-08-12,2022,8,Q3,Summer,CUST-03540,Male,Regular,Asia,China,Home & Kitchen,Kitchen Tools,Storage Container Set,60.42,1,0.2,48.34,36.63,11.71,24.22,30.96,Express,19,Google Pay,Returned
ORD-005663,2024-06-26,2024,6,Q2,Summer,CUST-06981,Female,Regular,Europe,Spain,Clothing,Men's Wear,Formal Shirt,94.25,1,0.1,84.83,46.57,38.26,45.1,6.2,Standard,11,Credit Card,Delivered
ORD-005664,2023-03-24,2023,3,Q1,Spring,CUST-06403,Male,Regular,Asia,China,Clothing,Women's Wear,Blouse Top,97.73,1,0.1,87.96,58.65,29.31,33.32,10.66,Standard,24,Google Pay,Delivered
ORD-005665,2024-02-12,2024,2,Q1,Winter,CUST-01234,Male,New,Middle East,Egypt,Clothing,Footwear,Nike Air Max,127.02,1,0.2,101.62,93.67,7.95,7.82,5.91,Standard,18,Credit Card,Delivered
ORD-005666,2024-02-09,2024,2,Q1,Winter,CUST-05686,Female,Regular,Middle East,Jordan,Clothing,Men's Wear,Chino Pants,29.17,1,0.1,26.25,18.66,7.59,28.91,25.98,Express,9,Cash on Delivery,Cancelled
ORD-005667,2024-04-05,2024,4,Q2,Spring,CUST-02303,Male,Regular,Middle East,UAE,Books & Media,Software,Photo Editing Suite,152.45,3,0.0,457.35,314.86,142.49,31.16,26.82,Express,16,PayPal,Returned
ORD-005668,2022-05-11,2022,5,Q2,Spring,CUST-02677,Male,Premium,North America,USA,Clothing,Footwear,Nike Air Max,111.53,2,0.3,156.14,117.86,38.28,24.52,54.57,Overnight,9,Credit Card,Delivered
ORD-005669,2022-11-15,2022,11,Q4,Fall,CUST-06355,Male,Regular,North America,Mexico,Electronics,Laptops,ASUS ZenBook,1745.78,1,0.4,1047.47,858.26,189.21,18.06,7.84,Standard,6,Cash on Delivery,Delivered
ORD-005670,2024-03-05,2024,3,Q1,Spring,CUST-02031,Female,Premium,North America,Mexico,Clothing,Men's Wear,Chino Pants,75.24,2,0.15,127.91,99.38,28.53,22.3,44.72,Express,6,Debit Card,Delivered
ORD-005671,2023-02-11,2023,2,Q1,Winter,CUST-01056,Male,Regular,Middle East,Egypt,Books & Media,Software,Photo Editing Suite,87.62,1,0.5,43.81,47.15,-3.34,-7.62,6.75,Economy,18,Apple Pay,Delivered
ORD-005672,2023-01-27,2023,1,Q1,Winter,CUST-04432,Female,Regular,Europe,France,Home & Kitchen,Furniture,Bookshelf 5-Tier,144.77,5,0.15,615.27,429.54,185.73,30.19,6.73,Economy,10,PayPal,Returned
ORD-005673,2023-01-07,2023,1,Q1,Winter,CUST-01494,Female,Regular,Asia,India,Clothing,Men's Wear,Slim Fit Jeans,100.42,7,0.4,421.76,442.36,-20.6,-4.88,92.91,Overnight,15,Cash on Delivery,Delivered
ORD-005674,2024-06-28,2024,6,Q2,Summer,CUST-05574,Female,Regular,Asia,Singapore,Clothing,Men's Wear,Hoodie Sweatshirt,90.49,1,0.1,81.44,61.41,20.03,24.59,8.1,Economy,10,PayPal,Returned
ORD-005675,2022-05-30,2022,5,Q2,Spring,CUST-04373,Male,VIP,North America,Mexico,Clothing,Women's Wear,Summer Dress,103.75,5,0.25,389.06,281.3,107.76,27.7,6.4,Economy,10,Bank Transfer,Delivered
ORD-005676,2023-02-05,2023,2,Q1,Winter,CUST-07614,Female,VIP,Europe,Italy,Beauty & Health,Supplements,Vitamin D3,18.53,1,0.25,13.9,9.74,4.16,29.93,84.08,Overnight,12,Google Pay,Delivered
ORD-005677,2022-10-02,2022,10,Q4,Fall,CUST-01550,Female,VIP,Middle East,Kuwait,Clothing,Women's Wear,Summer Dress,23.83,2,0.3,33.36,22.72,10.64,31.89,6.47,Economy,8,Debit Card,Processing
ORD-005678,2024-01-07,2024,1,Q1,Winter,CUST-05668,Female,Premium,Asia,Singapore,Beauty & Health,Supplements,Omega-3 Fish Oil,69.34,1,0.0,69.34,39.17,30.17,43.51,2.34,Economy,22,Credit Card,Delivered
ORD-005679,2022-02-11,2022,2,Q1,Winter,CUST-02973,Female,Premium,Europe,Italy,Home & Kitchen,Appliances,Coffee Maker,243.78,6,0.0,1462.68,899.98,562.7,38.47,28.74,Express,10,Cash on Delivery,Delivered
ORD-005680,2023-11-28,2023,11,Q4,Fall,CUST-03233,Female,Regular,North America,Mexico,Books & Media,Books,The Psychology of Money,26.7,2,0.4,32.04,28.94,3.1,9.68,90.58,Overnight,8,Cash on Delivery,Delivered
ORD-005681,2023-12-12,2023,12,Q4,Winter,CUST-03957,Female,Regular,Europe,UK,Beauty & Health,Supplements,Omega-3 Fish Oil,65.66,2,0.15,111.62,79.4,32.22,28.87,72.01,Overnight,14,Apple Pay,Delivered
ORD-005682,2023-12-03,2023,12,Q4,Winter,CUST-02804,Female,Regular,Middle East,Egypt,Books & Media,Software,VPN Premium 1Y,121.04,2,0.05,229.98,181.17,48.81,21.22,82.32,Overnight,11,Debit Card,Cancelled
ORD-005683,2022-08-27,2022,8,Q3,Summer,CUST-07881,Male,Premium,Asia,South Korea,Clothing,Women's Wear,Blouse Top,148.02,3,0.25,333.05,276.9,56.15,16.86,35.41,Express,18,Google Pay,Returned
ORD-005684,2023-03-03,2023,3,Q1,Spring,CUST-07200,Male,Regular,Europe,Spain,Electronics,Headphones,Samsung Galaxy Buds,275.76,9,0.2,1985.47,1671.57,313.9,15.81,77.83,Overnight,11,Debit Card,Processing
ORD-005685,2022-12-24,2022,12,Q4,Winter,CUST-06823,Female,VIP,Asia,Singapore,Electronics,Tablets,Samsung Galaxy Tab S9,828.63,6,0.1,4474.6,2935.79,1538.81,34.39,13.62,Standard,16,Apple Pay,Delivered
ORD-005686,2024-06-06,2024,6,Q2,Summer,CUST-01370,Male,Regular,Europe,Germany,Electronics,Tablets,Amazon Fire HD 10,315.29,1,0.5,157.65,202.15,-44.5,-28.23,14.26,Standard,14,Credit Card,Delivered
ORD-005687,2024-01-06,2024,1,Q1,Winter,CUST-06056,Male,Regular,Middle East,Egypt,Home & Kitchen,Furniture,Office Chair,120.4,2,0.2,192.64,118.14,74.5,38.67,19.79,Standard,7,Apple Pay,Delivered
ORD-005688,2024-05-15,2024,5,Q2,Spring,CUST-04417,Male,Premium,Europe,UK,Clothing,Women's Wear,Maxi Skirt,39.28,2,0.0,78.56,54.53,24.03,30.59,70.0,Overnight,14,Bank Transfer,Returned
ORD-005689,2023-11-22,2023,11,Q4,Fall,CUST-03707,Female,Premium,Europe,Spain,Electronics,Laptops,Dell XPS 15,2364.56,2,0.0,4729.12,2693.42,2035.7,43.05,69.64,Overnight,14,Apple Pay,Delivered
ORD-005690,2022-08-07,2022,8,Q3,Summer,CUST-07741,Male,New,Asia,Japan,Clothing,Men's Wear,Hoodie Sweatshirt,15.15,1,0.5,7.58,9.24,-1.66,-21.9,7.62,Economy,13,Credit Card,Returned
ORD-005691,2023-03-08,2023,3,Q1,Spring,CUST-05235,Male,Premium,North America,Canada,Electronics,Headphones,Samsung Galaxy Buds,239.96,4,0.1,863.86,599.12,264.74,30.65,19.86,Standard,7,Google Pay,Delivered
ORD-005692,2023-08-09,2023,8,Q3,Summer,CUST-06275,Male,Regular,Asia,China,Clothing,Footwear,Nike Air Max,163.24,3,0.5,244.86,316.51,-71.65,-29.26,90.34,Overnight,13,Credit Card,Delivered
ORD-005693,2022-10-12,2022,10,Q4,Fall,CUST-01724,Female,Premium,Asia,China,Books & Media,Software,Adobe Creative Cloud,196.43,2,0.2,314.29,218.03,96.26,30.63,8.44,Standard,20,PayPal,Cancelled
ORD-005694,2021-09-15,2021,9,Q3,Fall,CUST-07940,Female,New,North America,Mexico,Beauty & Health,Supplements,Vitamin D3,48.82,4,0.2,156.22,115.72,40.5,25.92,7.61,Standard,6,PayPal,Returned
ORD-005695,2024-10-11,2024,10,Q4,Fall,CUST-03810,Male,New,Asia,Singapore,Beauty & Health,Skincare,Hyaluronic Acid,66.53,2,0.4,79.84,78.24,1.6,2.0,74.57,Overnight,11,Credit Card,Returned
ORD-005696,2021-05-08,2021,5,Q2,Spring,CUST-07483,Female,Regular,Europe,Italy,Beauty & Health,Supplements,Whey Protein 2kg,50.05,1,0.05,47.55,34.95,12.6,26.5,7.72,Economy,14,Credit Card,Delivered
ORD-005697,2023-09-14,2023,9,Q3,Fall,CUST-05343,Female,VIP,Asia,India,Clothing,Women's Wear,Summer Dress,98.72,3,0.3,207.31,221.56,-14.25,-6.87,62.28,Overnight,23,Credit Card,Delivered
ORD-005698,2023-12-28,2023,12,Q4,Winter,CUST-03104,Male,Regular,Europe,Germany,Electronics,Smartphones,Google Pixel 7,631.13,1,0.15,536.46,364.25,172.21,32.1,19.89,Standard,11,Google Pay,Delivered
ORD-005699,2023-12-08,2023,12,Q4,Winter,CUST-02939,Male,Regular,Asia,Japan,Clothing,Women's Wear,Maxi Skirt,108.05,3,0.0,324.15,219.45,104.7,32.3,2.19,Economy,23,Debit Card,Delivered
ORD-005700,2022-11-26,2022,11,Q4,Fall,CUST-01715,Female,Regular,Middle East,Kuwait,Home & Kitchen,Furniture,Study Desk,572.21,2,0.2,915.54,704.23,211.31,23.08,34.17,Express,12,Apple Pay,Delivered
ORD-005701,2022-04-14,2022,4,Q2,Spring,CUST-04880,Female,Premium,Middle East,Jordan,Home & Kitchen,Appliances,Coffee Maker,262.47,2,0.15,446.2,249.12,197.08,44.17,21.13,Express,16,Cash on Delivery,Delivered
ORD-005702,2024-03-30,2024,3,Q1,Spring,CUST-03537,Female,Regular,North America,USA,Clothing,Women's Wear,Yoga Pants,48.62,2,0.3,68.07,49.36,18.71,27.49,68.54,Overnight,9,PayPal,Delivered
ORD-005703,2024-02-14,2024,2,Q1,Winter,CUST-05915,Female,Regular,North America,USA,Books & Media,Software,VPN Premium 1Y,155.29,2,0.0,310.58,227.78,82.8,26.66,35.51,Express,8,Apple Pay,Returned
ORD-005704,2022-06-20,2022,6,Q2,Summer,CUST-03400,Male,Regular,Europe,Germany,Home & Kitchen,Kitchen Tools,Non-stick Pan Set,109.74,2,0.15,186.56,158.53,28.03,15.02,29.04,Express,12,PayPal,Delivered
ORD-005705,2023-05-19,2023,5,Q2,Spring,CUST-06794,Male,Premium,Middle East,Egypt,Clothing,Footwear,Converse Chuck Taylor,126.07,2,0.0,252.14,137.16,114.98,45.6,6.45,Standard,11,Google Pay,Delivered
ORD-005706,2022-02-27,2022,2,Q1,Winter,CUST-01287,Male,Regular,North America,Mexico,Electronics,Smartphones,iPhone 14,651.39,2,0.4,781.67,697.53,84.14,10.76,19.29,Standard,5,Cash on Delivery,Delivered
ORD-005707,2021-11-26,2021,11,Q4,Fall,CUST-06797,Male,Regular,Middle East,Jordan,Beauty & Health,Skincare,Hyaluronic Acid,24.95,1,0.0,24.95,16.73,8.22,32.95,55.79,Overnight,16,Google Pay,Processing
ORD-005708,2023-02-27,2023,2,Q1,Winter,CUST-04381,Male,Regular,Europe,Germany,Beauty & Health,Skincare,Hyaluronic Acid,48.28,1,0.0,48.28,35.59,12.69,26.28,5.22,Standard,10,Credit Card,Cancelled
ORD-005709,2024-05-26,2024,5,Q2,Spring,CUST-03983,Female,Regular,Asia,India,Books & Media,Software,Antivirus Pro,230.53,2,0.15,391.9,327.48,64.42,16.44,6.27,Economy,16,Apple Pay,Delivered
ORD-005710,2023-12-03,2023,12,Q4,Winter,CUST-06735,Female,Regular,North America,Mexico,Home & Kitchen,Appliances,Coffee Maker,218.4,2,0.0,436.8,308.93,127.87,29.27,7.02,Economy,8,Google Pay,Cancelled
ORD-005711,2023-10-22,2023,10,Q4,Fall,CUST-02749,Female,Regular,Middle East,Kuwait,Electronics,Tablets,iPad Pro 12.9,249.07,1,0.1,224.16,127.88,96.28,42.95,72.26,Overnight,13,Credit Card,Delivered
ORD-005712,2024-06-21,2024,6,Q2,Summer,CUST-02011,Male,VIP,Middle East,UAE,Electronics,Laptops,Lenovo ThinkPad X1,2120.43,2,0.0,4240.86,2826.72,1414.14,33.35,32.76,Express,7,Bank Transfer,Returned
ORD-005713,2024-02-06,2024,2,Q1,Winter,CUST-02934,Female,Premium,North America,USA,Clothing,Women's Wear,Summer Dress,96.94,2,0.0,193.88,115.8,78.08,40.27,50.46,Overnight,9,Google Pay,Returned
ORD-005714,2022-01-22,2022,1,Q1,Winter,CUST-04471,Female,VIP,North America,Canada,Beauty & Health,Supplements,Omega-3 Fish Oil,25.31,3,0.4,45.56,36.32,9.24,20.28,43.82,Express,4,Credit Card,Returned
ORD-005715,2021-04-18,2021,4,Q2,Spring,CUST-07343,Male,Regular,Middle East,UAE,Clothing,Men's Wear,Slim Fit Jeans,72.01,2,0.3,100.81,105.9,-5.09,-5.05,40.37,Express,7,Cash on Delivery,Returned
ORD-005716,2022-06-21,2022,6,Q2,Summer,CUST-02159,Female,Regular,North America,Canada,Electronics,Headphones,Samsung Galaxy Buds,170.38,3,0.0,511.14,231.88,279.26,54.63,10.64,Standard,6,Cash on Delivery,Delivered
ORD-005717,2024-09-07,2024,9,Q3,Fall,CUST-04942,Male,Regular,Middle East,Jordan,Home & Kitchen,Furniture,Bookshelf 5-Tier,196.36,2,0.25,294.54,290.59,3.95,1.34,9.48,Economy,9,Apple Pay,Delivered
ORD-005718,2024-01-24,2024,1,Q1,Winter,CUST-02075,Male,Premium,Asia,Singapore,Beauty & Health,Skincare,Sunscreen SPF50,44.65,2,0.15,75.91,56.85,19.06,25.11,6.22,Economy,23,Cash on Delivery,Processing
ORD-005719,2023-05-11,2023,5,Q2,Spring,CUST-02557,Male,New,Asia,India,Home & Kitchen,Appliances,Microwave Oven,160.6,7,0.3,786.94,550.2,236.74,30.08,49.9,Express,15,Credit Card,Cancelled
ORD-005720,2024-04-09,2024,4,Q2,Spring,CUST-03086,Male,New,Asia,South Korea,Books & Media,Software,Microsoft Office 365,229.78,4,0.5,459.56,602.03,-142.47,-31.0,7.07,Standard,25,Bank Transfer,Delivered
ORD-005721,2022-10-27,2022,10,Q4,Fall,CUST-04561,Female,Premium,Asia,Singapore,Clothing,Men's Wear,Slim Fit Jeans,23.32,2,0.5,23.32,32.21,-8.89,-38.12,7.06,Standard,11,Cash on Delivery,Delivered
ORD-005722,2022-08-01,2022,8,Q3,Summer,CUST-01857,Female,VIP,Middle East,Jordan,Clothing,Women's Wear,Summer Dress,77.21,2,0.1,138.98,96.53,42.45,30.54,81.45,Overnight,14,Credit Card,Delivered
ORD-005723,2023-05-01,2023,5,Q2,Spring,CUST-03588,Male,New,Asia,India,Clothing,Footwear,Converse Chuck Taylor,105.83,5,0.5,264.57,373.04,-108.47,-41.0,3.35,Economy,10,Debit Card,Returned
ORD-005724,2024-04-17,2024,4,Q2,Spring,CUST-03373,Female,Premium,Europe,Italy,Beauty & Health,Skincare,Moisturizing Cream,77.16,2,0.05,146.6,79.95,66.65,45.46,9.25,Standard,8,Debit Card,Returned
ORD-005725,2021-06-12,2021,6,Q2,Summer,CUST-02710,Female,Regular,Middle East,Jordan,Beauty & Health,Supplements,Whey Protein 2kg,57.05,5,0.0,285.25,157.49,127.76,44.79,41.03,Express,10,Apple Pay,Delivered
ORD-005726,2022-05-25,2022,5,Q2,Spring,CUST-04906,Female,Premium,Middle East,UAE,Home & Kitchen,Furniture,Bookshelf 5-Tier,383.15,3,0.5,574.72,683.39,-108.67,-18.91,16.45,Standard,9,Bank Transfer,Delivered
ORD-005727,2021-07-13,2021,7,Q3,Summer,CUST-03116,Male,New,North America,USA,Beauty & Health,Skincare,Sunscreen SPF50,30.87,2,0.15,52.48,37.01,15.47,29.48,32.33,Express,5,Bank Transfer,Processing
ORD-005728,2024-09-27,2024,9,Q3,Fall,CUST-03798,Male,Regular,Asia,Singapore,Home & Kitchen,Kitchen Tools,Cutting Board Set,77.42,1,0.15,65.81,48.38,17.43,26.49,17.44,Standard,14,Apple Pay,Delivered
ORD-005729,2023-03-07,2023,3,Q1,Spring,CUST-04188,Male,Regular,North America,Canada,Beauty & Health,Skincare,Retinol Night Cream,16.16,1,0.0,16.16,9.66,6.5,40.22,2.86,Economy,8,Apple Pay,Cancelled
ORD-005730,2024-04-28,2024,4,Q2,Spring,CUST-06220,Female,New,North America,USA,Electronics,Tablets,Amazon Fire HD 10,761.83,5,0.05,3618.69,1824.23,1794.46,49.59,9.56,Economy,9,PayPal,Delivered
ORD-005731,2022-08-19,2022,8,Q3,Summer,CUST-02675,Male,New,Asia,India,Electronics,Tablets,iPad Pro 12.9,276.99,1,0.05,263.14,148.15,114.99,43.7,13.63,Standard,22,Cash on Delivery,Delivered
ORD-005732,2023-08-26,2023,8,Q3,Summer,CUST-01052,Female,Premium,Europe,Germany,Electronics,Smartphones,OnePlus 11,1113.75,1,0.15,946.69,825.79,120.9,12.77,45.75,Express,5,PayPal,Delivered
ORD-005733,2023-09-29,2023,9,Q3,Fall,CUST-03180,Male,New,Asia,India,Books & Media,Books,Thinking Fast and Slow,22.5,1,0.4,13.5,12.55,0.95,7.04,7.43,Economy,12,Google Pay,Cancelled
ORD-005734,2022-03-23,2022,3,Q1,Spring,CUST-06965,Female,Regular,North America,Mexico,Books & Media,Books,Atomic Habits,15.14,3,0.0,45.42,23.18,22.24,48.97,40.56,Express,6,Bank Transfer,Delivered
ORD-005735,2022-07-17,2022,7,Q3,Summer,CUST-05538,Male,Regular,Middle East,Egypt,Home & Kitchen,Furniture,TV Stand,410.91,5,0.2,1643.64,1286.69,356.95,21.72,20.95,Express,12,Apple Pay,Processing
ORD-005736,2021-10-23,2021,10,Q4,Fall,CUST-07340,Male,New,Asia,South Korea,Home & Kitchen,Appliances,Blender Pro,107.58,1,0.15,91.44,74.1,17.34,18.96,6.68,Standard,23,Cash on Delivery,Cancelled
ORD-005737,2024-11-30,2024,11,Q4,Fall,CUST-03376,Male,Premium,Middle East,Kuwait,Books & Media,Software,Photo Editing Suite,90.0,2,0.5,90.0,84.89,5.11,5.68,79.57,Overnight,11,Google Pay,Delivered
ORD-005738,2023-10-22,2023,10,Q4,Fall,CUST-05250,Male,New,Middle East,Kuwait,Electronics,Headphones,AirPods Pro,154.16,1,0.25,115.62,79.56,36.06,31.19,50.59,Overnight,7,Google Pay,Delivered
ORD-005739,2023-08-12,2023,8,Q3,Summer,CUST-05579,Female,Regular,North America,Canada,Home & Kitchen,Furniture,Study Desk,464.1,3,0.0,1392.3,630.02,762.28,54.75,57.81,Overnight,4,Bank Transfer,Delivered
ORD-005740,2022-11-17,2022,11,Q4,Fall,CUST-01057,Male,Regular,Middle East,Saudi Arabia,Clothing,Footwear,Nike Air Max,120.68,4,0.3,337.9,284.29,53.61,15.87,89.64,Overnight,17,Cash on Delivery,Processing
ORD-005741,2023-08-07,2023,8,Q3,Summer,CUST-05763,Female,Regular,Middle East,Jordan,Beauty & Health,Supplements,Collagen Peptides,55.92,2,0.0,111.84,55.26,56.58,50.59,40.87,Express,12,Google Pay,Delivered
ORD-005742,2023-07-02,2023,7,Q3,Summer,CUST-07535,Female,Regular,Europe,Germany,Home & Kitchen,Furniture,TV Stand,310.67,2,0.2,497.07,432.17,64.9,13.06,55.44,Overnight,9,PayPal,Returned
ORD-005743,2022-05-12,2022,5,Q2,Spring,CUST-01403,Female,Premium,Middle East,Kuwait,Electronics,Smartphones,Google Pixel 7,854.8,2,0.0,1709.6,1184.76,524.84,30.7,6.5,Economy,15,Apple Pay,Delivered
ORD-005744,2022-12-17,2022,12,Q4,Winter,CUST-07697,Female,Regular,North America,USA,Home & Kitchen,Appliances,Blender Pro,169.4,2,0.15,287.98,251.88,36.1,12.54,71.38,Overnight,9,Credit Card,Delivered
ORD-005745,2023-12-06,2023,12,Q4,Winter,CUST-04385,Female,Premium,Asia,South Korea,Electronics,Smartphones,iPhone 14,861.73,2,0.05,1637.29,969.53,667.76,40.78,34.95,Express,15,Credit Card,Delivered
